user_id,click,groups_exp,session_time,click_time,device_type,referral_source,z_score
8292,0,exp,6.2265302800475695,"2024-01-08 19:01:00",mobile,email,0.08488467445545074
9494,0,con,1.4211378803027301,"2024-01-02 12:40:00",mobile,search,0.1449326538604997
2595,1,exp,2.496229209413097,"2024-01-10 07:23:00",mobile,social,0.1314983582570035
4491,0,exp,5.84095856265809,"2024-01-09 00:47:00",mobile,social,0.08970276226576196
4669,1,exp,7.18659316061046,"2024-01-06 02:32:00",mobile,social,0.07288776946125014
9873,0,exp,0.9192941305899592,"2024-01-08 12:05:00",desktop,social,0.15120367205017035
5358,0,exp,12.711758794326558,"2024-01-08 22:41:00",mobile,email,0.0038455342838512522
7171,1,exp,10.616639423816745,"2024-01-11 22:00:00",mobile,email,0.030026056985425556
9780,0,exp,5.285981679640679,"2024-01-09 14:35:00",mobile,social,0.09663772983333818
7386,1,exp,2.874801878066056,"2024-01-09 23:18:00",mobile,search,0.1267677302625458
7590,1,exp,1.5478936131299712,"2024-01-13 20:07:00",mobile,social,0.14334871960474851
5790,1,exp,3.2101684505072337,"2024-01-04 23:26:00",Desktop,email,0.12257700381195272
6178,0,exp,1.3504992494209875,"2024-01-07 14:35:00",mobile,email,0.1458153511928992
3522,0,exp,0.20229583033800128,"2024-01-03 10:18:00",mobile,social,0.16016325236857906
9076,0,exp,11.4812438007843,"2024-01-05 07:56:00",mobile,email,0.01922199739927818
4811,0,exp,6.624304673208757,"2024-01-05 01:12:00",mobile,ads,0.07991410252678428
6827,1,exp,8.66042740920782,"2024-01-01 18:52:00",desktop,direct,0.054470799265240906
9702,0,exp,1.9039223961395133,"2024-01-06 21:43:00",mobile,search,0.13889979904814698
8028,1,exp,2.8899912191110055,"2024-01-05 01:34:00",mobile,search,0.12657792490174075
1033,1,exp,10.393410674764969,"2024-01-02 14:55:00",mobile,search,0.03281551395597132
1081,0,exp,0.09101648345490862,"2024-01-04 13:06:00",mobile,search,0.1615537943626518
2305,0,exp,5.93084646061535,"2024-01-05 01:07:00",mobile,social,0.08857952690925137
8283,1,exp,9.975282081889043,"2024-01-05 17:23:00",mobile,search,0.03804043110009651
4498,1,exp,1.5091703418132845,"2024-01-14 21:55:00",mobile,search,0.143832603959051
7643,1,exp,5.06823328201426,"2024-01-05 21:40:00",desktop,social,0.09935870456515153
4718,0,exp,12.527752680430446,"2024-01-07 01:47:00",mobile,search,0.006144866870764141
663,1,exp,6.742972927002828,"2024-01-02 06:23:00",desktop,email,0.07843122906566218
9159,1,exp,13.515994800602122,"2024-01-06 19:34:00",desktop,direct,0.006204164705184106
3807,0,exp,3.8641751904397847,"2024-01-13 13:20:00",mobile,ads,0.11440456335686765
1555,0,exp,9.91520801636792,"2024-01-08 09:29:00",desktop,search,0.03879111407228864
6355,1,exp,4.7515355394155625,"2024-01-14 13:40:00",mobile,email,0.103316146110654
7111,0,exp,3.662463997515126,"2024-01-04 14:42:00",desktop,search,0.11692513785961813
6488,0,exp,1.4202693982160768,"2024-01-10 14:08:00",mobile,search,0.14494350637578143
1106,0,exp,6.286852377471318,"2024-01-02 11:49:00",mobile,search,0.08413089208713406
6068,1,exp,3.1995356779791893,"2024-01-14 20:38:00",MOBILE,direct,0.12270987048602838
7019,1,exp,0.7852192052354455,"2024-01-06 16:45:00",mobile,direct,0.1528790666249919
6891,1,exp,0.6418574000874349,"2024-01-12 17:38:00",desktop,ads,0.1546705096554207
3399,1,exp,10.649918005120124,"2024-01-12 16:50:00",mobile,email,0.029610209246364597
6323,0,exp,2.9588882908788614,"2024-01-08 20:23:00",mobile,search,0.12571699001808712
1414,1,exp,0.919009702669441,"2024-01-11 04:42:00",mobile,email,0.15120722624938918
8101,1,exp,0.6207332281447593,"2024-01-06 09:30:00",mobile,social,0.15493447641114907
6264,0,exp,13.276117268375762,"2024-01-04 09:07:00",desktop,social,0.003206665246944793
7016,1,exp,6.694178324742602,"2024-01-09 03:30:00",desktop,search,0.07904096434383742
6288,1,exp,0.6551734242331632,"2024-01-12 23:07:00",mobile,ads,0.15450411318305304
393,0,exp,3.2613120450031334,"2024-01-05 19:39:00",mobile,social,0.12193791562653146
3099,0,exp,1.4924543112402504,"2024-01-01 09:20:00",desktop,social,0.14404148676738046
4314,1,exp,8.922377367134692,"2024-01-07 06:22:00",mobile,email,0.05119748371257522
2273,0,exp,1.4909083809058097,"2024-01-14 09:39:00",desktop,search,0.1440608046472042
8425,0,exp,2.3778833520183245,"2024-01-05 12:34:00",mobile,direct,0.13297720306640795
5304,1,exp,11.272060626204048,"2024-01-13 18:34:00",desktop,social,0.02183594146755962
1243,1,exp,0.2967804346646906,"2024-01-13 06:25:00",mobile,social,0.15898257676443808
305,1,exp,6.697368843457935,"2024-01-08 21:20:00",desktop,social,0.07900109575743022
7795,0,exp,3.4079834409279046,"2024-01-12 21:34:00",mobile,social,0.12010511609027132
8058,0,exp,1.0955402233986846,"2024-01-05 06:32:00",mobile,social,0.14900130835729883
6907,0,exp,2.5818602271403095,"2024-01-13 01:14:00",Desktop,email,0.13042831669511357
357,1,exp,2.9593357403259053,"2024-01-04 19:20:00",mobile,social,0.1257113987087942
1067,1,exp,1.448045910828069,"2024-01-08 06:06:00",Desktop,direct,0.14459641225348716
4261,0,exp,2.130963069684888,"2024-01-06 20:25:00",mobile,email,0.1360627084309718
8103,0,exp,4.4946828473519655,"2024-01-07 00:20:00",mobile,social,0.10652576644550642
7733,0,exp,1.491162213502054,"2024-01-13 15:27:00",mobile,social,0.14405763276585848
4353,1,exp,0.5576333385055423,"2024-01-05 11:10:00",mobile,direct,0.15572296995305374
8568,1,exp,1.3769188194187512,"2024-01-11 07:07:00",mobile,search,0.14548521336790074
9781,0,exp,3.1010015466334817,"2024-01-09 13:04:00",mobile,direct,0.12394114880786856
3198,1,exp,1.1935482239423711,"2024-01-12 16:09:00",mobile,search,0.1477766045436228
6650,0,exp,5.785661434792242,"2024-01-03 06:38:00",mobile,social,0.09039375282782784
3653,1,exp,1.7492845320823112,"2024-01-04 00:44:00",mobile,social,0.1408321472319583
8315,0,exp,3.257806263204879,"2024-01-10 13:18:00",mobile,ads,0.12198172372703775
614,0,exp,0.5190987864384917,"2024-01-08 22:55:00",desktop,ads,0.15620449607962522
8123,0,exp,5.732033968485352,"2024-01-14 00:49:00",mobile,direct,0.09106387936994167
8776,1,exp,1.6924317391340096,"2024-01-07 23:52:00",mobile,search,0.14154257731884579
9510,1,exp,12.257752606697137,"2024-01-05 19:20:00",mobile,search,0.009518776328763932
1223,1,exp,9.903305754523789,"2024-01-01 11:07:00",mobile,ads,0.038939844230959524
7583,1,exp,5.898423325962771,"2024-01-06 22:07:00",mobile,social,0.08898468502328355
4245,0,exp,2.544962165900352,"2024-01-07 00:08:00",mobile,search,0.13088939330179003
8474,1,exp,0.2573404846319907,"2024-01-10 13:12:00",mobile,social,0.15947541670554785
9637,1,exp,2.4299735961998428,"2024-01-01 22:56:00",mobile,direct,0.13232628558670703
2762,0,exp,2.8748454787492457,"2024-01-01 09:14:00",mobile,email,0.1267671854302598
4900,0,exp,3.5677568227308853,"2024-01-12 05:59:00",desktop,social,0.11810859469474701
6212,1,exp,7.3436548313402215,"2024-01-10 14:56:00",mobile,search,0.0709251334921659
6359,1,exp,2.4495033822505996,"2024-01-10 19:09:00",mobile,search,0.13208224220939135
3160,0,exp,2.788650136695858,"2024-01-02 08:03:00",desktop,search,0.12784427876497018
6722,0,exp,6.388303747690989,"2024-01-08 17:24:00",mobile,search,0.08286316007218181
4129,1,exp,7.6828178191851695,"2024-01-10 04:00:00",mobile,search,0.0666869671958714
479,0,exp,4.615865035895786,"2024-01-05 16:04:00",desktop,direct,0.10501147896248536
9,0,exp,1.5211815860334819,"2024-01-03 04:54:00",mobile,direct,0.14368251196123585
8606,1,exp,2.6224857125471956,"2024-01-07 10:31:00",desktop,ads,0.1299206623543021
3003,1,exp,4.469588139648614,"2024-01-03 05:21:00",desktop,search,0.1068393488475235
9195,1,exp,1.1107518248786445,"2024-01-10 23:20:00",mobile,email,0.148811224831043
6964,1,exp,0.45896879257590706,"2024-01-05 20:41:00",mobile,social,0.15695587792999768
7238,0,exp,4.176274103590916,"2024-01-11 05:13:00",mobile,direct,0.11050458858888981
5297,0,exp,3.0835288088146817,"2024-01-05 13:57:00",mobile,direct,0.12415948739781364
4768,0,exp,5.852467737487349,"2024-01-08 09:36:00",desktop,search,0.08955894410573965
7951,1,exp,8.91966243895904,"2024-01-11 04:12:00",desktop,direct,0.05123140933979067
5451,0,exp,2.1006708634385323,"2024-01-05 08:57:00",desktop,direct,0.13644123855411247
3401,0,exp,15.537721437604086,"2024-01-01 14:15:00",mobile,search,0.03146757492487376
650,1,exp,11.925760491397668,"2024-01-12 04:52:00",mobile,direct,0.013667335706183288
3046,1,exp,4.445897475148713,"2024-01-07 23:36:00",mobile,email,0.10713538638528161
3281,0,exp,3.179202486582134,"2024-01-01 20:52:00",mobile,social,0.12296395318244127
7267,0,exp,3.355336676913171,"2024-01-13 05:48:00",mobile,email,0.12076298781817993
6489,0,exp,4.502737635994684,"2024-01-14 07:05:00",desktop,social,0.10642511414860853
644,1,exp,2.2255931713964445,"2024-01-01 06:59:00",mobile,social,0.13488021469768688
3755,0,exp,3.1473596501997827,"2024-01-12 01:52:00",mobile,social,0.12336185991392638
6840,0,exp,1.339195878826366,"2024-01-11 12:44:00",mobile,ads,0.1459565976319433
2935,1,exp,11.063498399004793,"2024-01-08 12:47:00",desktop,social,0.02444212620373164
4155,0,exp,8.337729985671675,"2024-01-08 03:58:00",mobile,direct,0.05850321256900974
1968,1,exp,4.293400511095984,"2024-01-06 18:36:00",mobile,direct,0.10904098197353303
7374,0,exp,1.1189841589614526,"2024-01-05 03:30:00",mobile,social,0.14870835393386378
965,0,exp,2.522987281701779,"2024-01-08 11:40:00",desktop,search,0.13116399052174949
2702,1,exp,5.995358170109255,"2024-01-13 06:40:00",mobile,ads,0.08777339132638405
614,0,exp,6.772501455101604,"2024-01-08 02:56:00",mobile,ads,0.07806224183223025
4967,0,exp,2.6747452645720693,"2024-01-06 23:48:00",mobile,email,0.12926762921097895
2989,1,exp,0.8675742474080281,"2024-01-10 08:47:00",desktop,search,0.1518499615145448
44,0,exp,3.187030015368764,"2024-01-06 17:27:00",mobile,email,0.12286614071505632
1252,0,exp,0.6525282438116825,"2024-01-13 10:35:00",desktop,search,0.15453716724529368
6129,0,exp,1.0905938148960335,"2024-01-08 04:16:00",mobile,email,0.14906311846793868
6887,0,exp,3.722160183453042,"2024-01-13 20:23:00",mobile,search,0.11617917685465413
6046,1,exp,9.502081183676445,"2024-01-04 05:20:00",mobile,search,0.04395352943350826
9572,1,exp,13.565953095878118,"2024-01-04 17:04:00",desktop,search,0.006828441441877585
9720,0,exp,5.299331353677265,"2024-01-14 19:58:00",mobile,search,0.09647091287336305
9882,0,exp,3.609409884934995,"2024-01-05 10:28:00",desktop,search,0.11758809979790522
250,1,exp,3.7154260427012615,"2024-01-02 09:34:00",mobile,direct,0.11626332639157749
1604,0,exp,0.04507855933872404,"2024-01-05 03:07:00",mobile,direct,0.16212783271202486
7268,1,exp,1.5463006734667095,"2024-01-01 15:27:00",mobile,search,0.14336862491114932
1530,0,exp,7.77518792435536,"2024-01-06 06:48:00",mobile,email,0.06553271428341491
5846,0,exp,5.3815700759986775,"2024-01-08 08:20:00",mobile,social,0.09544326129083758
4639,1,exp,5.179189119307099,"2024-01-09 18:52:00",desktop,email,0.09797220513318337
5656,1,exp,5.851604881806923,"2024-01-14 23:11:00",mobile,social,0.08956972631368808
4362,0,exp,1.459818022497266,"2024-01-07 06:56:00",mobile,email,0.14444930844587647
4841,0,exp,1.2661513626662195,"2024-01-03 10:10:00",mobile,search,0.14686935880463528
1121,1,exp,2.50034758129492,"2024-01-05 10:48:00",mobile,direct,0.13144689525682166
1079,0,exp,3.063867096402983,"2024-01-13 07:06:00",mobile,social,0.12440517932133446
2031,1,exp,0.8464606723039645,"2024-01-05 12:54:00",desktop,direct,0.1521137958526278
6918,0,exp,2.869012988175345,"2024-01-08 17:50:00",mobile,search,0.12684006798484168
8495,1,exp,12.262545099097416,"2024-01-03 02:07:00",mobile,direct,0.009458889547204514
1721,1,exp,13.359134925619449,"2024-01-01 15:06:00",mobile,search,0.00424405036718784
3118,0,exp,7.2831741730803,"2024-01-03 08:54:00",mobile,email,0.07168089722995938
429,1,exp,5.109134230903254,"2024-01-05 07:38:00",mobile,ads,0.098847608044363
2790,1,exp,6.631216705448807,"2024-01-07 12:21:00",mobile,ads,0.07982773006537622
2661,1,exp,0.37859582842654116,"2024-01-03 15:28:00",mobile,search,0.15796021507761965
4936,0,exp,0.06991890380554934,"2024-01-04 21:12:00",mobile,social,0.16181742882221195
6697,0,exp,9.370159616480255,"2024-01-02 22:47:00",mobile,social,0.04560201573620838
8676,1,exp,2.031642075023038,"2024-01-01 11:14:00",mobile,social,0.13730381936340272
3288,1,exp,0.08468930092248644,"2024-01-07 08:42:00",mobile,email,0.16163285856694426
412,1,exp,8.669190608251467,"2024-01-06 02:47:00",desktop,direct,0.05436129470204993
2196,0,exp,6.129858553312468,"2024-01-05 03:54:00",mobile,direct,0.08609268024834875
9745,1,exp,5.6799465846011765,"2024-01-11 22:05:00",mobile,email,0.09171476110748841
2135,1,exp,11.143489367125808,"2024-01-09 14:39:00",mobile,direct,0.023442562462261604
1438,0,exp,2.559021337164946,"2024-01-11 04:04:00",mobile,social,0.13071371049457678
785,0,exp,1.6179746677205975,"2024-01-11 23:04:00",mobile,email,0.14247298972200984
9611,1,exp,0.29315660785507536,"2024-01-14 12:33:00",mobile,social,0.1590278599503945
5698,1,exp,3.355910921596851,"2024-01-04 07:22:00",mobile,email,0.12075581208099333
9657,0,exp,3.585787610798045,"2024-01-06 22:03:00",mobile,email,0.11788328273259151
1190,1,exp,0.1839987854769921,"2024-01-11 23:16:00",desktop,direct,0.16039189146432603
6978,0,exp,10.141494303844809,"2024-01-01 14:04:00",desktop,ads,0.035963450231396334
1319,0,exp,6.61181342308147,"2024-01-03 13:45:00",mobile,direct,0.08007019265803485
5662,0,exp,0.7598531001216187,"2024-01-05 01:12:00",mobile,search,0.15319604039752757
4352,1,exp,30.612639412892975,"2024-01-10 03:19:00",mobile,social,0.21984310990949132
4772,0,exp,7.121568951199196,"2024-01-12 05:18:00",mobile,social,0.07370030922132563
806,0,exp,2.357301027805196,"2024-01-04 02:10:00",desktop,social,0.1332343989159131
9714,0,exp,5.068387151743336,"2024-01-06 06:33:00",mobile,email,0.09935678181554984
6149,0,exp,2.747900350350215,"2024-01-11 21:34:00",desktop,email,0.12835348636503488
1604,0,exp,2.146339034651057,"2024-01-04 08:22:00",desktop,direct,0.13587057102557068
9572,0,exp,5.171260124216377,"2024-01-01 10:41:00",desktop,search,0.09807128551919632
3046,1,exp,9.61388780223675,"2024-01-09 12:48:00",mobile,direct,0.042556398674943395
6515,0,exp,0.754299986338599,"2024-01-07 02:45:00",mobile,search,0.15326543187159208
3435,0,exp,3.388706840507939,"2024-01-14 09:49:00",mobile,email,0.1203459956706941
7632,0,exp,8.028055118429616,"2024-01-12 02:48:00",mobile,search,0.062372896562225326
7855,1,exp,0.3049898990921635,"2024-01-04 01:46:00",desktop,search,0.15887999164550093
6378,1,exp,1.6334431176292254,"2024-01-13 16:51:00",mobile,email,0.14227969662869436
8322,1,exp,3.5729699766523444,"2024-01-07 17:41:00",desktop,email,0.1180434513446789
2478,0,exp,4.1661350111789455,"2024-01-01 23:11:00",desktop,social,0.11063128625719516
7422,0,exp,2.506004158360838,"2024-01-08 00:49:00",desktop,ads,0.13137621090996676
9677,0,exp,7.023241059483625,"2024-01-13 06:02:00",mobile,search,0.07492901038150393
6118,0,exp,10.99689156751882,"2024-01-04 19:06:00",mobile,search,0.025274442342059424
1557,1,exp,0.6037085337168044,"2024-01-09 23:05:00",desktop,social,0.15514721626990471
9432,0,exp,3.611161601332038,"2024-01-07 20:09:00",mobile,direct,0.11756621042418024
2489,1,exp,1.352633585194555,"2024-01-04 00:16:00",mobile,social,0.14578868062369005
4150,0,exp,0.554717230890814,"2024-01-09 14:49:00",mobile,search,0.15575940950999845
3280,1,exp,6.130475924786567,"2024-01-08 18:44:00",desktop,search,0.08608496560062011
3952,0,exp,1.8817424448843854,"2024-01-14 04:34:00",mobile,ads,0.13917695877733866
9919,1,exp,2.7997330878570317,"2024-01-08 19:33:00",desktop,search,0.1277057866778081
7739,1,exp,0.6351553409957311,"2024-01-11 05:19:00",desktop,search,0.15475425830128184
8937,1,exp,1.877630526549362,"2024-01-02 02:08:00",mobile,email,0.1392283411342737
1466,1,exp,4.022192489443907,"2024-01-14 22:52:00",desktop,ads,0.11242998589744002
518,1,exp,5.901936453650782,"2024-01-09 09:56:00",mobile,ads,0.08894078512885074
8192,1,exp,4.686528997764336,"2024-01-09 10:16:00",mobile,search,0.10412846509515018
9408,0,exp,7.502908728454787,"2024-01-08 10:25:00",mobile,social,0.06893510355525233
2460,1,exp,0.3566042381910229,"2024-01-12 09:34:00",mobile,ads,0.15823502105550746
4078,0,exp,0.13300583576414066,"2024-01-14 12:10:00",desktop,direct,0.1610290971989342
3009,1,exp,3.934448274083379,"2024-01-09 13:35:00",MOBILE,direct,0.11352643388723599
2812,0,exp,2.1099464426369305,"2024-01-03 03:39:00",mobile,search,0.1363253313102618
5032,0,exp,3.489592507579438,"2024-01-13 12:40:00",mobile,search,0.11908533265826339
6725,0,exp,11.60063810063715,"2024-01-01 03:38:00",mobile,email,0.017730051297431253
8527,0,exp,0.4869746487159701,"2024-01-04 15:00:00",mobile,search,0.15660591794071388
2459,0,exp,0.4394497681873008,"2024-01-11 20:14:00",desktop,search,0.15719978683004007
6715,0,exp,0.5091055551937804,"2024-01-09 21:26:00",mobile,email,0.15632937107297729
6198,1,exp,4.459536522728999,"2024-01-03 00:42:00",mobile,search,0.1069649534257903
843,0,exp,6.928269836256316,"2024-01-08 03:05:00",desktop,search,0.07611576675476671
5623,0,exp,5.367822035193025,"2024-01-11 18:12:00",mobile,search,0.09561505622504554
5582,0,exp,3.7353941789392042,"2024-01-13 23:35:00",desktop,email,0.11601380540893375
1042,1,exp,10.290669669090985,"2024-01-14 21:08:00",mobile,search,0.03409936120080673
8463,1,exp,8.000731724528169,"2024-01-03 23:01:00",desktop,email,0.06271432853235065
9188,1,exp,1.5757298305383824,"2024-01-10 07:26:00",mobile,social,0.1430008794138531
550,0,exp,3.8205197497619716,"2024-01-01 22:23:00",desktop,email,0.11495007989010203
5186,0,exp,1.3525856328980124,"2024-01-01 08:04:00",desktop,direct,0.14578927983355172
4279,1,exp,12.615839059780178,"2024-01-05 15:40:00",mobile,email,0.005044143214286278
5838,1,exp,0.5464495744847638,"2024-01-08 23:32:00",desktop,email,0.15586272179342922
6350,0,con,2.3206274728170455,"2024-01-10 20:15:00",mobile,search,0.1336926701019988
4236,0,con,9.287254026144376,"2024-01-07 21:53:00",mobile,social,0.04663800047312947
2131,1,exp,2.179390196551282,"2024-01-09 22:44:00",mobile,search,0.13545756510971602
7944,1,exp,1.3690804481749153,"2024-01-05 15:21:00",mobile,ads,0.14558316132217058
3329,0,exp,1.0365595781834087,"2024-01-05 09:48:00",mobile,search,0.14973832799577236
2811,0,exp,15.796343482554729,"2024-01-05 00:24:00",mobile,email,0.03469930501828142
4070,1,exp,1.148491257629157,"2024-01-10 09:12:00",desktop,direct,0.14833963448169268
1914,0,exp,2.238241141838883,"2024-01-11 07:20:00",mobile,email,0.13472216619603206
7359,0,exp,2.241937900516051,"2024-01-11 14:33:00",mobile,email,0.13467597165655515
1054,0,exp,13.822715198085707,"2024-01-07 07:35:00",desktop,direct,0.010036929769735475
3193,0,exp,1.2092101152352333,"2024-01-06 21:15:00",mobile,search,0.14758089421498288
2802,1,exp,0.5166364859578649,"2024-01-12 14:07:00",desktop,ads,0.15623526488188944
4431,1,exp,2.1879563654193825,"2024-01-02 08:39:00",desktop,social,0.13535052262723338
3750,0,exp,10.280605104257974,"2024-01-06 04:52:00",mobile,search,0.03422512757564959
5453,0,exp,0.18661058562972757,"2024-01-03 05:14:00",desktop,email,0.16035925452050645
6016,0,exp,2.181967934484515,"2024-01-11 00:00:00",desktop,social,0.13542535380594514
3722,0,exp,1.7151562802917009,"2024-01-05 12:11:00",mobile,search,0.1412586124173533
561,0,exp,4.303925364383246,"2024-01-11 01:05:00",mobile,email,0.10890946385370827
1637,0,exp,1.556272983916168,"2024-01-01 09:13:00",mobile,ads,0.1432440113431665
6504,0,exp,8.307255621937175,"2024-01-03 00:03:00",mobile,search,0.05888401892438842
7607,1,exp,10.12848470658724,"2024-01-02 07:28:00",mobile,email,0.03612601760637947
8525,1,exp,1.4937986529842284,"2024-01-06 04:35:00",mobile,email,0.14402468793002432
9800,1,exp,2.565737064331652,"2024-01-06 19:48:00",mobile,social,0.1306297910530307
3425,1,exp,2.2390559004344985,"2024-01-12 08:36:00",mobile,email,0.13471198500721338
7726,0,exp,5.803868689955528,"2024-01-03 08:04:00",mobile,ads,0.0901662357403314
8355,0,exp,3.551181497362776,"2024-01-02 07:07:00",mobile,search,0.11831571925680963
8594,0,exp,5.807165917641295,"2024-01-06 00:34:00",mobile,search,0.09012503372316019
7906,0,exp,6.345635029542303,"2024-01-03 13:41:00",desktop,email,0.0833963465625854
3747,1,exp,17.11662710163369,"2024-01-07 13:56:00",mobile,email,0.0511975130671156
5016,1,exp,11.894862438090323,"2024-01-08 18:01:00",mobile,search,0.01405343646847568
3839,1,exp,0.09395238661299674,"2024-01-07 14:45:00",mobile,direct,0.16151710744143774
4147,0,exp,0.27424787134848044,"2024-01-05 10:26:00",mobile,ads,0.15926414271897418
9217,1,exp,3.167103274367988,"2024-01-07 08:28:00",mobile,direct,0.12311514442457396
3642,0,exp,1.2703015949239869,"2024-01-07 11:44:00",mobile,social,0.1468174976785483
558,0,exp,1.207185637771698,"2024-01-13 05:09:00",mobile,email,0.14760619199941413
1865,1,exp,5.623934399869537,"2024-01-05 01:22:00",mobile,search,0.09241468698979012
7650,0,exp,1.6941164192875893,"2024-01-05 14:35:00",desktop,direct,0.141521525627173
2655,1,exp,1.7540716344478413,"2024-01-10 02:48:00",desktop,search,0.14077232780404428
324,1,exp,1.6563015468905968,"2024-01-05 00:46:00",mobile,email,0.1419940586671428
3654,1,con,4.382941017516569,"2024-01-08 00:08:00",mobile,search,0.10792208760691557
7296,0,exp,2.2583375168225124,"2024-01-06 05:32:00",mobile,social,0.1344710427474668
5521,1,exp,1.4452443971468167,"2024-01-10 04:21:00",mobile,direct,0.14463141984950442
5714,1,exp,1.8010345034195456,"2024-01-02 13:07:00",mobile,direct,0.14018548178727264
2005,0,exp,0.21334713853033707,"2024-01-12 18:06:00",mobile,email,0.16002515569061215
2885,0,exp,4.681326969004258,"2024-01-05 17:07:00",desktop,direct,0.104193469425674
8409,1,exp,13.265534535882466,"2024-01-01 01:57:00",desktop,email,0.0030744238710188015
3387,0,exp,3.714662117659717,"2024-01-04 02:36:00",mobile,ads,0.11627287236646273
1711,1,exp,9.428341969381272,"2024-01-08 05:33:00",desktop,email,0.0448749715246008
8393,1,exp,7.2998798883893015,"2024-01-06 13:17:00",mobile,social,0.07147214332073133
6829,0,exp,8.651838832847169,"2024-01-10 11:43:00",mobile,search,0.0545781217507991
8968,1,exp,1.8460606276122682,"2024-01-09 00:25:00",mobile,search,0.13962283725103095
4350,1,exp,0.7694089150698434,"2024-01-01 06:34:00",desktop,social,0.15307663133964503
4847,0,exp,4.079134529259436,"2024-01-13 17:19:00",mobile,direct,0.11171844058548881
1184,1,exp,4.541574300924443,"2024-01-14 06:22:00",mobile,direct,0.10593981283253145
1381,1,exp,2.554583876254266,"2024-01-05 11:03:00",mobile,direct,0.1307691608177157
3349,1,exp,0.17532716301468337,"2024-01-06 02:12:00",mobile,email,0.16050025169044466
2604,0,exp,6.498314701256119,"2024-01-14 09:08:00",mobile,direct,0.08148846786715824
2970,1,exp,5.352977040669915,"2024-01-04 19:05:00",mobile,search,0.09580055864633356
7038,0,exp,6.7696086254853025,"2024-01-06 12:09:00",desktop,social,0.07809839050829491
6279,0,exp,3.681733149356547,"2024-01-08 22:45:00",mobile,email,0.11668435135631658
279,1,exp,3.1607368702555947,"2024-01-06 10:02:00",mobile,search,0.12319469874006453
2560,1,exp,0.34140953652106887,"2024-01-10 05:03:00",desktop,direct,0.158424893402455
1962,1,exp,3.221279369900196,"2024-01-12 02:00:00",mobile,email,0.12243816223495368
2131,0,exp,6.257663448745464,"2024-01-13 07:29:00",mobile,search,0.08449563570122032
4768,0,exp,10.5113289130644,"2024-01-01 07:14:00",mobile,direct,0.03134201265662688
7448,0,exp,7.01557812988288,"2024-01-10 00:58:00",mobile,social,0.07502476602445045
2935,0,exp,3.4588700117657,"2024-01-01 11:25:00",desktop,social,0.11946923966156929
2328,0,exp,0.8680004701857885,"2024-01-03 10:09:00",mobile,direct,0.15184463545281
